Petition,URL,State,Signatures Count
Ban the planting of alien plant species to provide cover for gamebirds.,https://petition.parliament.uk/petitions/300593,rejected,19
Ban overseas funding for the building and running of religious places of worship,https://petition.parliament.uk/petitions/300594,rejected,21
Change child benefit rules to whole household income.,https://petition.parliament.uk/petitions/300595,rejected,11
Extend the franchise (voting age) to include those who are 16-17 years old.,https://petition.parliament.uk/petitions/300596,open,388
Remove VAT on Energy Efficiency Measures To Help Meet 2050 Emissions Target,https://petition.parliament.uk/petitions/300597,open,47
Negotiate full membership of the future Erasmus+ education and youth programme,https://petition.parliament.uk/petitions/300598,open,38
Keep the UK's membership of the EU Convention on Human Rights,https://petition.parliament.uk/petitions/300602,open,1280
Equality for Council Tax Discounts and Exemptions for Open University Students.,https://petition.parliament.uk/petitions/300605,rejected,7
Free transport for post 16 in  And at any further education,https://petition.parliament.uk/petitions/300609,rejected,21
Ban Consumption Of Dogs & Cats in the UK,https://petition.parliament.uk/petitions/300610,open,262
Postpone brexit by asking the EU for an extension to deal with the Corona Virus,https://petition.parliament.uk/petitions/300611,rejected,21
Ban the media from using Coronavirus as clickbait,https://petition.parliament.uk/petitions/300612,rejected,17
Impose requirements on schools to shorten the length of the school day to 4hours,https://petition.parliament.uk/petitions/300614,open,18
Require recycling systems in NHS clinical areas for plastic healthcare waste,https://petition.parliament.uk/petitions/300615,open,71
A full review of cannabis as a 'drug',https://petition.parliament.uk/petitions/300616,rejected,21
Stop Myxomatosis killing wild Rabbits by funding development of a vaccine,https://petition.parliament.uk/petitions/300618,rejected,8
Reform child maintenance and benefit calculations to be fair and prevent poverty,https://petition.parliament.uk/petitions/300620,open,49
Keep the infected patients of coronavirus in the hospital.,https://petition.parliament.uk/petitions/300625,rejected,10
Close all universities down for an appropriate amount of time amidst COVID-19,https://petition.parliament.uk/petitions/300628,open,123785
Move the capital of the UK.,https://petition.parliament.uk/petitions/300630,open,68
Advise people to avoid shaking hands during COVID-19,https://petition.parliament.uk/petitions/300632,open,8
Suspend business rates and enable recovery of SSP,https://petition.parliament.uk/petitions/300633,rejected,9
Stop Forestry England granting licenses for Fox & Hare hunts,https://petition.parliament.uk/petitions/300634,open,7446
visa charges for visitors to uk,https://petition.parliament.uk/petitions/300636,rejected,6
Suggest people to work from home to slow down the Corona Virus (nCov-19) spread,https://petition.parliament.uk/petitions/300641,rejected,6
Close UK borders until there are no more active cases of coronavirus in the UK,https://petition.parliament.uk/petitions/300643,rejected,7
Tougher sentences for animal abusers to include a lifetime ban on owning pets,https://petition.parliament.uk/petitions/300644,open,225
Universities to remain open or tuitions be refunded in full!,https://petition.parliament.uk/petitions/300645,rejected,7
Close universities down for an appropriate amount of time amidst COVID19.,https://petition.parliament.uk/petitions/300647,rejected,21
"Establish ""Mobile Cabin Hospitals"" for COVID-19 Patients with Minor Symptoms.",https://petition.parliament.uk/petitions/300652,rejected,21
Abolish Homework in all schools,https://petition.parliament.uk/petitions/300653,open,1410
Stop all travel in and out of united Kingdom for 48 days.,https://petition.parliament.uk/petitions/300655,rejected,21
Close Universities down for an appropriate amount of time amidst COVID19,https://petition.parliament.uk/petitions/300661,rejected,9
Abolish the mandatory 0.7% GDP Foreign Aid target and spend our money at home,https://petition.parliament.uk/petitions/300662,open,8825
Close all schools and colleges in the uk till the virus ends,https://petition.parliament.uk/petitions/300664,rejected,6
the government to reconsider the proposed removal of the tax rebate on gas oil,https://petition.parliament.uk/petitions/300668,rejected,21
Remove the minimum earnings threshold for Statutory Sick Pay,https://petition.parliament.uk/petitions/300669,open,2926
Investigate the Government and Public Health England's response to COVID 19.,https://petition.parliament.uk/petitions/300670,rejected,6
Ban MMA liquid use in the beauty industry,https://petition.parliament.uk/petitions/300673,open,71
we would like anti bacterial gels to be given out for free,https://petition.parliament.uk/petitions/300675,rejected,18
Close down universities and conduct online classes.,https://petition.parliament.uk/petitions/300682,rejected,6
Close down Universities to against the futher spreading of COVID-19/ Coronavirus,https://petition.parliament.uk/petitions/300686,rejected,18
Update the COVID-19: guidance for educational setting,https://petition.parliament.uk/petitions/300687,rejected,18
We want the government to close schools to prevent more infections.,https://petition.parliament.uk/petitions/300689,rejected,6
Introduce mandatory smart device browsing licence,https://petition.parliament.uk/petitions/300693,rejected,10
Create a statutory body for the regulation of political advertising,https://petition.parliament.uk/petitions/300695,open,63
Scrap the BBC licence fee and change the law accordingly.,https://petition.parliament.uk/petitions/300697,rejected,12
All drivers to take a refresher course every 10 years.,https://petition.parliament.uk/petitions/300698,open,54
Ban plastic charity bags being delivered to every household,https://petition.parliament.uk/petitions/300699,open,94
Ensure balance and fairness in political reporting,https://petition.parliament.uk/petitions/300700,open,107
"English literature Is a waste of a GCSE, we need some changes",https://petition.parliament.uk/petitions/300704,rejected,7
UK Government to require all animals to be effectively stunned before slaughter.,https://petition.parliament.uk/petitions/300707,rejected,21
Change / edit the schooling system,https://petition.parliament.uk/petitions/300712,rejected,10
Allow parents to temporarily home educate without being penalised during Covid19,https://petition.parliament.uk/petitions/300720,rejected,8
Ensure manufacturer's PIL's are provided to patients prior to vaccination.,https://petition.parliament.uk/petitions/300721,rejected,8
Provide the neighbourhood location of each new COVID 19 case on a live feed.,https://petition.parliament.uk/petitions/300723,open,84
Close all International Flights to stop the Coronavirus from Spreading.,https://petition.parliament.uk/petitions/300725,rejected,16
Instruct private and military hospitals to treat corona virus,https://petition.parliament.uk/petitions/300727,rejected,8
Investigate Diamond Bus NW (Rotala) and their ability to run a reliable service.,https://petition.parliament.uk/petitions/300729,rejected,21
STOP THE CHANCELLOR’S PLANS TO SCRAP THE RED DIESEL DUTY RATE !!!,https://petition.parliament.uk/petitions/300734,rejected,21
Ban the use of plastic cutlery in takeaways in UK,https://petition.parliament.uk/petitions/300735,rejected,7
Increase pay for military personnel,https://petition.parliament.uk/petitions/300740,rejected,7
CORONAVIRUS: Stop tube/train & flights from high risk countries to stop disaster,https://petition.parliament.uk/petitions/300746,rejected,6
Investigate Southend Airport pollution controls and taxiway use.,https://petition.parliament.uk/petitions/300747,rejected,7
Large audience events to be held behind closed doors for duration of COVID19,https://petition.parliament.uk/petitions/300748,rejected,14
Stop the Six Nations Rugby going from Free to View to Sky TV,https://petition.parliament.uk/petitions/300750,rejected,6
Create a register for the whole of the UK for anyone convicted of animal abuse,https://petition.parliament.uk/petitions/300751,rejected,6
Ban isolation booths in schools.,https://petition.parliament.uk/petitions/300755,open,38
